nombre,edad,genero,ciudad,pizza,burger,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades
Sarh Lopez de egea,45,mujer,Massanet de Cabrenys,no piña,False,comida rápida,rápida,hip hop,techno,bar,montaña
Donavin Jurada,29,hombre,Puente la Reina de Jaca,piña,False,restaurante,relajada,hip hop,techno,disco,playa
Ramsey Farauste,38,hombre,Lalueza,piña,False,restaurante,relajada,hip hop,techno,disco,montaña
Tahara Balala,47,mujer,Cuatretonda,no piña,True,restaurante,relajada,hip hop,rock/metal,disco,playa
Norma Boulboul,25,hombre,Tondos,no piña,True,restaurante,relajada,hip hop,techno,bar,montaña
Sanela Chriaa,25,hombre,Omélls de Nagaya,piña,False,restaurante,rápida,hip hop,techno,disco,montaña
Cristiana Peña toro,49,hombre,Picena,piña,True,comida rápida,rápida,hip hop,rock/metal,bar,playa
Analiese Khoulali,37,mujer,Muyo (El),piña,False,comida rápida,rápida,hip hop,techno,disco,montaña
Antionette Menaza,28,mujer,Olot,piña,True,restaurante,rápida,pop,techno,bar,playa
Jennilyn Banora,37,mujer,Villar del Río,no piña,False,comida rápida,rápida,pop,rock/metal,disco,montaña
Cornellius Flechillas,44,hombre,Valcárceres (Los),no piña,True,comida rápida,relajada,hip hop,rock/metal,bar,montaña
Rahman Estenos,25,mujer,Poza de la Sal,piña,False,restaurante,rápida,hip hop,rock/metal,disco,montaña
Tylesha Botubol,43,mujer,Luco de Bordón,piña,True,restaurante,relajada,pop,rock/metal,bar,montaña
Deniesha Rotxes,40,mujer,Cerain,piña,False,restaurante,relajada,pop,rock/metal,bar,playa
Cayley Tuluc,40,hombre,Puente Nuevo-Villaodriz,no piña,True,restaurante,rápida,hip hop,rock/metal,disco,montaña
Nader Senn,26,mujer,Bárig,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Waylon Pascualena,23,mujer,Hontanares,no piña,True,comida rápida,rápida,pop,rock/metal,disco,montaña
Breeanna Forteza rey,27,hombre,Montroig,piña,False,comida rápida,rápida,pop,techno,disco,playa
Ronn De martos,47,mujer,Félix,no piña,True,comida rápida,rápida,pop,techno,disco,playa
Shamaine Georg,30,mujer,Sant Martí de Maldá,piña,False,comida rápida,rápida,hip hop,rock/metal,disco,playa
Karim Langley,23,mujer,Valle del Dubra,piña,True,comida rápida,rápida,pop,techno,bar,montaña
Terrina Davidova,32,hombre,Arrastaría,no piña,True,restaurante,relajada,pop,rock/metal,bar,playa
Carlynn La cave,44,mujer,Negredo (El),piña,True,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Aser Caubera,23,hombre,Oña,piña,True,restaurante,relajada,pop,techno,bar,playa
Jestina Alganza,47,hombre,Basaburúa Mayor,piña,True,comida rápida,rápida,pop,techno,disco,playa
Ryo Harizanov,48,mujer,Bell-Lloch,no piña,True,comida rápida,rápida,hip hop,techno,bar,montaña
Viet Rouam,46,mujer,Munilla,no piña,False,restaurante,relajada,hip hop,techno,disco,playa
Roosevelt Abujeta,34,mujer,Rudilla,piña,True,comida rápida,rápida,pop,techno,bar,montaña
Gigi Osses,21,mujer,Muro de Ágreda,piña,False,comida rápida,rápida,hip hop,techno,disco,montaña
Clifton Martinez arroyo,48,mujer,Lizarza,no piña,False,restaurante,relajada,pop,rock/metal,disco,playa
Tanera Asturgo,36,hombre,Moyá,no piña,True,comida rápida,relajada,pop,techno,disco,montaña
Zalman Dianova,20,hombre,San Esteban Sasroviras,piña,True,comida rápida,rápida,hip hop,rock/metal,bar,playa
Mazen Zoreda,34,mujer,Call de Tenes,piña,True,restaurante,rápida,hip hop,rock/metal,bar,playa
Irish Dasquens,32,hombre,Petrel,piña,False,restaurante,rápida,pop,techno,disco,playa
Isaias Arrudi,32,mujer,Huerta de Vero,no piña,True,restaurante,rápida,hip hop,rock/metal,disco,playa
Melynda Aamer,50,hombre,Valle de las Navas,no piña,True,restaurante,rápida,hip hop,rock/metal,bar,montaña
Davaughn Cuji,28,mujer,Sienes,no piña,False,restaurante,relajada,pop,rock/metal,bar,montaña
Kenney Dinari,31,hombre,Fuenterrabía,no piña,False,restaurante,relajada,hip hop,techno,disco,playa
Otavia Profeta,28,hombre,Moriscos,no piña,False,comida rápida,relajada,hip hop,techno,disco,playa
Nyle Hotca,34,hombre,Villada,piña,False,comida rápida,rápida,hip hop,techno,bar,montaña
Essica Coley,33,mujer,Fresnedo,no piña,True,restaurante,relajada,hip hop,rock/metal,bar,playa
Cal Alonso majagranzas,18,hombre,Plá del Panadés,no piña,True,comida rápida,relajada,hip hop,rock/metal,disco,montaña
Karisma Centron,47,mujer,Hontanillas,piña,False,comida rápida,rápida,pop,rock/metal,disco,playa
Shalynn Sarante,32,hombre,Ledesma de Soria,no piña,False,comida rápida,relajada,hip hop,rock/metal,bar,montaña
Silvio Ruch,45,hombre,Nou de Gayá (La),no piña,False,comida rápida,relajada,pop,rock/metal,disco,montaña
Mareena Dad,28,mujer,Cillorigo Castro,no piña,True,comida rápida,relajada,hip hop,rock/metal,disco,montaña
Deonta Eddaoui,23,mujer,Rocafort de Vallbona,no piña,True,restaurante,rápida,pop,techno,disco,playa
Latrena Jaunsaras,19,hombre,Vega de Bur,no piña,False,restaurante,rápida,hip hop,techno,disco,montaña
Rayburn Despuig,38,mujer,Arbaniés,no piña,True,comida rápida,relajada,pop,techno,disco,playa
Emeka Fasoli,24,mujer,San Juan de Alicante,piña,True,restaurante,relajada,hip hop,techno,disco,playa
Jesiah Brunetto,44,hombre,Santa María de la Vega,piña,True,comida rápida,rápida,pop,rock/metal,bar,playa
Catherin Sashov,19,hombre,Villardevós,no piña,True,comida rápida,rápida,pop,techno,disco,montaña
Tabetha Azlou,23,mujer,Perdigón (El),piña,False,restaurante,rápida,pop,rock/metal,bar,playa
Takashi Burrezo,31,mujer,Restábal,no piña,True,comida rápida,relajada,hip hop,rock/metal,bar,playa
Kayna Coroas,45,hombre,Arrancudiaga,no piña,True,comida rápida,relajada,hip hop,techno,disco,playa
Marykate Mendilibar,38,hombre,Forua,piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Jerald Driessen,35,mujer,Sauquillo de Alcázar,no piña,True,restaurante,rápida,hip hop,techno,bar,montaña
Ericson Baih,45,hombre,Cervo,no piña,True,comida rápida,rápida,hip hop,techno,disco,playa
Opal Tiffon,50,mujer,Callosa de Ensarriá,piña,True,restaurante,relajada,pop,techno,disco,playa
Jenelle Erauzquin,34,hombre,Grandes,piña,True,restaurante,relajada,pop,rock/metal,disco,playa
Ervin Iriz,35,hombre,Marmellar de Arriba,piña,False,restaurante,relajada,pop,rock/metal,disco,montaña
Twanisha Abdus,21,hombre,San Pedro de Ribas,no piña,False,restaurante,rápida,pop,techno,disco,playa
Neal Sobe,45,hombre,Ansoáin,piña,False,restaurante,relajada,pop,techno,disco,montaña
Horace Arrastua,40,hombre,Marcén,no piña,True,restaurante,rápida,pop,techno,bar,playa
Gala Neupavert,40,hombre,Villahizán de Treviño,piña,False,restaurante,rápida,hip hop,techno,bar,montaña
Megham Siliceo,35,hombre,Iza,no piña,False,restaurante,rápida,pop,rock/metal,disco,playa
Leah Nuñez barranco,22,hombre,Aldea (L'),piña,False,comida rápida,relajada,pop,rock/metal,bar,playa
Camber Ezzahiri,28,mujer,Guardiola de Berga,piña,True,restaurante,relajada,pop,rock/metal,disco,playa
Chani Cancha,27,mujer,Figueras,piña,True,restaurante,relajada,hip hop,rock/metal,disco,playa
Marshay Naspleda,20,hombre,Larraun,no piña,False,restaurante,relajada,pop,techno,disco,montaña
Lashana Zanzan,40,hombre,San Quirico de Tarrasa,no piña,False,restaurante,relajada,pop,techno,disco,playa
Christinia Neguillo,38,hombre,Bajol (La),piña,True,restaurante,rápida,pop,techno,disco,montaña
Raychelle Bounour,49,mujer,Frades de la Sierra,piña,True,restaurante,rápida,hip hop,techno,bar,playa
Danah Tony,40,mujer,Isar,no piña,False,restaurante,relajada,hip hop,techno,bar,playa
Fredricka Dee,46,hombre,Guixes,no piña,False,comida rápida,relajada,hip hop,techno,disco,montaña
Tomy Horea,40,hombre,Riera (La),piña,True,restaurante,relajada,hip hop,techno,bar,playa
Ashten Estala,27,mujer,Moreda,no piña,False,comida rápida,relajada,pop,techno,bar,montaña
Janeice Anter,40,mujer,Navarredonda de Salvatierra,piña,True,comida rápida,relajada,hip hop,techno,bar,montaña
Xeng Szostak,32,hombre,Narrillos de San Leonardo,piña,True,restaurante,relajada,hip hop,techno,disco,montaña
Rosana Violan,32,hombre,Lanciego,piña,False,restaurante,rápida,pop,rock/metal,bar,montaña
Jasamine Monday,37,hombre,Adzaneta,piña,False,restaurante,relajada,pop,rock/metal,bar,playa
Lorrena Wessels,37,hombre,Villarcayo,piña,True,restaurante,relajada,hip hop,techno,disco,playa
Mattlock Salgueiros,42,hombre,Frasno (El),piña,False,comida rápida,relajada,pop,rock/metal,disco,playa
Ravis Parma,44,mujer,Arenillas de San Pelayo,no piña,False,comida rápida,relajada,pop,techno,disco,playa
Luana Montaldo,23,hombre,Turrubuelo,piña,False,comida rápida,rápida,hip hop,techno,disco,playa
Amymarie Gallus,18,mujer,Mur,no piña,False,comida rápida,rápida,pop,rock/metal,bar,playa
Tyquan Garcia de garayo,23,mujer,Terminón,piña,False,comida rápida,rápida,hip hop,rock/metal,bar,playa
Clayborne Gonzalez de artaza,31,mujer,Bisbal de Falset,piña,False,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Susette Britt,28,hombre,Santibáñez Zarzaguda,no piña,False,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Chelsy Noverges,39,hombre,Villamañán,no piña,False,restaurante,relajada,pop,rock/metal,bar,montaña
Eliezer Ammi,48,mujer,Nidáguila,no piña,False,restaurante,relajada,hip hop,techno,disco,playa
Shaana Hanin,45,mujer,Gómara,no piña,True,comida rápida,rápida,pop,techno,disco,montaña
Chenin Turanza,33,hombre,Villar del Águila,no piña,True,comida rápida,relajada,hip hop,techno,bar,montaña
Lyndee Izzo,39,mujer,Bechí,no piña,True,restaurante,relajada,pop,techno,bar,playa
Brodie Alanoca,31,hombre,Quiruelas de Vidriales,piña,True,restaurante,relajada,pop,techno,bar,montaña
Kahealani Antonucci,35,hombre,Oña,no piña,False,comida rápida,rápida,hip hop,techno,bar,playa
Robynne San ildefonso,42,mujer,Mayals,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Amadeus Voicila,37,hombre,Hecho,no piña,False,restaurante,relajada,hip hop,techno,disco,montaña
Heyward Peake,27,mujer,Oquendo,piña,True,comida rápida,rápida,pop,techno,disco,montaña
Marlicia Sotto,30,mujer,Villanueva del Río y Mina,no piña,False,restaurante,relajada,pop,techno,bar,montaña
Karol Lugea,48,hombre,Vandellós,no piña,True,comida rápida,rápida,pop,rock/metal,disco,montaña
Devonda Sory,26,mujer,Cigoitia,piña,True,comida rápida,relajada,pop,techno,disco,playa
Yancy Tasayco,26,hombre,Yátor,no piña,True,restaurante,relajada,pop,techno,bar,montaña
Lamarkus Vladislavov,31,hombre,Muñoz,no piña,True,comida rápida,relajada,pop,techno,bar,playa
Elizaeth Allika,30,hombre,Caldas de Reyes,piña,False,restaurante,rápida,hip hop,rock/metal,disco,montaña
Allie Salihi,29,hombre,Guadasuar,no piña,True,comida rápida,relajada,pop,rock/metal,bar,montaña
Branda Calina,37,hombre,Vega (La),no piña,True,restaurante,rápida,hip hop,techno,bar,montaña
Nyoka Musto,41,hombre,Rozas (Las),piña,True,restaurante,relajada,pop,rock/metal,bar,montaña
Angelita Perdigues,50,hombre,Figuerola,no piña,False,restaurante,relajada,pop,techno,disco,montaña
Britain Congil,46,mujer,Barrios de Salas (Los),no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Kaylon Vallugera,38,hombre,Llosa de Ranes,no piña,False,restaurante,relajada,pop,rock/metal,bar,montaña
Rik Babler,42,mujer,Rentería,piña,True,restaurante,relajada,pop,rock/metal,bar,playa
Norberto Paltin,25,hombre,Cuartango,no piña,False,restaurante,rápida,hip hop,techno,bar,playa
Crystallynn Khelifi,39,mujer,Granja de Escarpe,piña,False,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Shamus Cvasciuc,34,hombre,Cardoso de la Sierra (El),no piña,True,comida rápida,rápida,hip hop,rock/metal,disco,playa
Krystalyn Cachou,43,mujer,Esparza de Salazar,piña,True,restaurante,rápida,hip hop,rock/metal,bar,montaña
Halsey Kareem,19,hombre,Cherta,no piña,False,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Joycelyn Chopeitia,50,mujer,Rabanales,no piña,False,comida rápida,rápida,pop,techno,bar,playa
Daielle Agurruza,41,mujer,Amurrio,piña,False,comida rápida,rápida,hip hop,techno,bar,playa
Chadrick El baouti,46,mujer,Baños,piña,False,restaurante,relajada,pop,techno,bar,montaña
Tenesia Alupoaei,24,hombre,Villargordo,piña,False,restaurante,relajada,pop,techno,bar,playa
Deontray Johanson,28,mujer,Junta de Oteo,no piña,False,comida rápida,relajada,pop,rock/metal,disco,montaña
Atheena Candedo,35,mujer,Múrelaga,piña,False,restaurante,rápida,pop,techno,disco,playa
Tiphanie Bessone,20,mujer,Cornudilla,piña,True,restaurante,relajada,pop,rock/metal,bar,playa
Machelle Dunbar,33,mujer,Sacecorbo,no piña,True,restaurante,rápida,hip hop,techno,disco,montaña
Esi Castellani,36,mujer,Abadiano,no piña,True,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Evens Arrabales,49,hombre,Lemona,piña,False,restaurante,rápida,hip hop,rock/metal,bar,montaña
Kobi Vataselu,32,hombre,Olmeda del Rey,piña,True,comida rápida,rápida,pop,rock/metal,disco,playa
Viviana Puccini,38,mujer,Tarragona,piña,False,restaurante,relajada,hip hop,rock/metal,bar,playa
Elsbeth Chimenez,43,mujer,Valle del Zalabí,piña,True,restaurante,rápida,hip hop,rock/metal,disco,playa
Refugio Breslin,24,hombre,Zamudio,piña,True,restaurante,relajada,hip hop,techno,bar,montaña
Ava Adrobau,38,mujer,Alcolecha,piña,False,comida rápida,relajada,pop,techno,bar,playa
Florentina Nazara,47,hombre,Aoiz,piña,False,restaurante,rápida,hip hop,rock/metal,disco,playa
Shaunette Rourera,28,hombre,Ventosa de San Pedro,piña,False,restaurante,rápida,pop,techno,bar,playa
Angelic Sarrar,37,hombre,Villar de Santos,piña,True,comida rápida,relajada,pop,rock/metal,bar,montaña
Calena Dittmann,33,mujer,Rafelbuñol,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Zer Orcos,44,hombre,Vidángoz,no piña,False,restaurante,relajada,hip hop,techno,disco,playa
Grisel Draghiceanu,28,mujer,Valdegeña,piña,True,restaurante,relajada,pop,rock/metal,bar,playa
Janaya Guajan,27,hombre,Mundaca,no piña,False,comida rápida,relajada,pop,rock/metal,bar,montaña
Theordore Tesedo,48,mujer,Paúls,piña,False,restaurante,relajada,pop,techno,bar,montaña
Nicle Nazi,35,hombre,Villafranca del Panadés,piña,True,restaurante,relajada,hip hop,techno,disco,playa
Karim Venete,35,mujer,San Martín de Centellas,piña,True,comida rápida,relajada,pop,techno,disco,montaña
Chelci Costamagna,45,mujer,Sada de Sangüesa,piña,True,restaurante,relajada,hip hop,techno,disco,playa
Mikal Lasvignes,47,hombre,Oropesa,piña,True,comida rápida,relajada,pop,rock/metal,disco,playa
Duyen Essaki,31,hombre,Legutiano,piña,True,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Laqueena Benkassem,18,hombre,Turruncún,piña,True,comida rápida,relajada,pop,rock/metal,bar,montaña
Louella Doglio,44,mujer,Villar del Buey,no piña,False,restaurante,relajada,hip hop,techno,disco,montaña
Alandria Malapeira,34,mujer,Elche,piña,False,restaurante,rápida,pop,rock/metal,bar,montaña
Maylynn Boujlida,28,hombre,Figols y Aliñá,piña,False,restaurante,rápida,hip hop,techno,bar,playa
Tyrhonda Ceborro,20,hombre,Zaldivia,piña,True,restaurante,rápida,hip hop,rock/metal,disco,playa
Sabrine Zaouaghi,39,mujer,Irijoa,piña,True,comida rápida,relajada,hip hop,techno,bar,playa
Artur Manrrique,28,hombre,Serraduy,no piña,True,restaurante,relajada,hip hop,techno,disco,montaña
Kendria Aponcio,24,mujer,Río,piña,True,comida rápida,rápida,hip hop,techno,disco,montaña
Geoggrey Tasintuña,43,mujer,Rúa (La),no piña,False,comida rápida,relajada,pop,techno,disco,montaña
Henri De ibarra,36,hombre,Torres de Juseu,no piña,False,restaurante,relajada,hip hop,rock/metal,bar,montaña
Rydell Probst,28,hombre,Cuart de Poblet,no piña,False,comida rápida,relajada,pop,techno,disco,montaña
Keystle Michnea,18,hombre,Chert,no piña,False,restaurante,relajada,hip hop,rock/metal,bar,playa
Aleigha Seta,41,hombre,Burguete,no piña,True,comida rápida,relajada,pop,rock/metal,bar,montaña
Carmen Coroama,27,mujer,Hernani,no piña,True,restaurante,rápida,hip hop,rock/metal,disco,montaña
Creg De villota,46,mujer,Benicasim,piña,True,restaurante,rápida,pop,rock/metal,bar,montaña
Grabiel Lopez ocon,37,mujer,Molíns de Rey,piña,True,comida rápida,rápida,pop,rock/metal,disco,montaña
Rondell Urkullu,31,mujer,Erandio,piña,False,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Art Enriquez de salamanca,46,hombre,Santurce-Ortuella,piña,False,comida rápida,rápida,pop,rock/metal,bar,playa
Quante Ficapal,45,mujer,Cubellas,piña,True,comida rápida,rápida,pop,rock/metal,bar,playa
Grady Velizarova,38,mujer,Grandes,no piña,False,restaurante,rápida,hip hop,rock/metal,disco,playa
Michole Muelle,35,mujer,Aldea (L'),no piña,False,comida rápida,rápida,pop,rock/metal,disco,montaña
Rehana Erickson,25,mujer,Noya,piña,True,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Rhett Rafaila,49,hombre,Nou de Gayá (La),no piña,False,comida rápida,relajada,pop,rock/metal,bar,playa
Keandrea Medintu,38,hombre,Rodoña,piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Dorthea Isert,43,hombre,Vilarrodona,no piña,True,comida rápida,relajada,hip hop,techno,disco,playa
Sapna Maureso,27,hombre,Fresno de Cantespino,no piña,False,restaurante,relajada,pop,rock/metal,disco,montaña
Auston Anchico,33,hombre,Portalrubio de Guadamajud,no piña,False,restaurante,relajada,pop,techno,disco,montaña
George Villani,24,hombre,Puebla del Brollón,no piña,False,restaurante,relajada,pop,rock/metal,bar,montaña
Zeke Tejuca,47,hombre,Canovellas,piña,True,comida rápida,relajada,pop,techno,disco,montaña
Theran Diumaro,39,mujer,Planas (Las),piña,False,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Raeanna Pierog,40,mujer,Estrada (La),piña,True,restaurante,relajada,pop,rock/metal,disco,montaña
Anish Khamal,38,mujer,Santa Olalla de Yeltes,no piña,False,comida rápida,rápida,hip hop,techno,bar,playa
Shakendra Caz,36,hombre,Gredilla de Polera,no piña,True,comida rápida,relajada,pop,rock/metal,bar,montaña
Chelise Fernandez cuesta,44,hombre,Urnieta,piña,False,comida rápida,relajada,pop,techno,bar,montaña
Xandria Bartolin,48,mujer,Setla y Mirarrosa,no piña,False,comida rápida,relajada,hip hop,techno,bar,playa
Jamison Divieso,32,mujer,Herreros,piña,False,restaurante,relajada,pop,rock/metal,bar,montaña
Elina Conforto,46,hombre,San Juan de Alicante,piña,True,comida rápida,rápida,pop,rock/metal,bar,montaña
Eureka Olagorta,40,mujer,San Martín de Llémana,piña,False,restaurante,rápida,pop,rock/metal,disco,playa
Siomara Masas,20,hombre,Santa Lucía,no piña,False,restaurante,relajada,hip hop,techno,disco,playa
Brock Qukovci,24,hombre,Villanueva de los Escuderos,piña,False,restaurante,relajada,pop,rock/metal,disco,playa
Sneha Bardoll,44,hombre,Boqueijón,piña,False,comida rápida,relajada,hip hop,rock/metal,bar,montaña
