nombre,edad,correo,genero,provincia,ciudad,disponibilidad,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades,photo,latitud,longitud
Marichelle Pimpollo,44,MarichellePimpollo@micorreo.es,hombre,Girona,Besalú,estresemana,tarde,disco,playa,disco,gatos,netflix,/templates/buscoAmigosApp/Images/219.jpg,42.1986443,2.6959559
Latoia Begoug,95,LatoiaBegoug@micorreo.es,hombre,Sevilla,Tomares,estresemana,noche,disco,playa,bar,perros,netflix,/templates/buscoAmigosApp/Images/1203.jpg,37.3762863,-6.0456365
Shaunn Abrunhosa,24,ShaunnAbrunhosa@micorreo.es,mujer,Valencia,Alfarrasí,estresemana,mañana,bar,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/1040.jpg,38.9043757,-0.4967679
Shikita Brera,38,ShikitaBrera@micorreo.es,mujer,Tarragona,"Masó, la",find de semana,tarde,disco,montaña,disco,perros,deporte,/templates/buscoAmigosApp/Images/1779.jpg,23.1219194,-82.3802655
Robrt Albez,74,RobrtAlbez@micorreo.es,hombre,Asturias,Villanueva de oscos,estresemana,noche,bar,montaña,bar,gatos,deporte,/templates/buscoAmigosApp/Images/1638.jpg,43.3113558,-6.986268
Kareemah Casitas,47,KareemahCasitas@micorreo.es,hombre,Lleida,Josa i tuixén,find de semana,mañana,bar,montaña,disco,perros,deporte,/templates/buscoAmigosApp/Images/1004.jpg,42.24490985,1.5879768443562088
Shauri Kerslake,71,ShauriKerslake@micorreo.es,mujer,Huelva,Paterna del campo,find de semana,mañana,disco,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/2029.jpg,37.4188311,-6.4025477
Telina Louizi,53,TelinaLouizi@micorreo.es,hombre,Guadalajara,Uceda,estresemana,noche,bar,montaña,disco,perros,salir,/templates/buscoAmigosApp/Images/1490.jpg,40.8432607,-3.4635907
Lacole Moukhlissi,95,LacoleMoukhlissi@micorreo.es,hombre,Caceres,Deleitosa,estresemana,tarde,disco,montaña,bar,perros,deporte,/templates/buscoAmigosApp/Images/1277.jpg,39.6443099,-5.6468968
Dezaree Urben,56,DezareeUrben@micorreo.es,hombre,Alava,Legutio,estresemana,noche,disco,montaña,disco,gatos,netflix,/templates/buscoAmigosApp/Images/395.jpg,42.9794699,-2.6408374
Malerie Claridge,29,MalerieClaridge@micorreo.es,mujer,Murcia,Cartagena,find de semana,noche,disco,montaña,bar,perros,netflix,/templates/buscoAmigosApp/Images/1001.jpg,37.6019353,-0.9841152
Sonya Tresserra,19,SonyaTresserra@micorreo.es,hombre,Jaen,Baeza,find de semana,mañana,disco,playa,bar,perros,deporte,/templates/buscoAmigosApp/Images/1283.jpg,37.9945171,-3.4708163
Kaden Halilov,96,KadenHalilov@micorreo.es,mujer,Vizcaya,Bedia,find de semana,mañana,disco,playa,bar,perros,netflix,/templates/buscoAmigosApp/Images/2023.jpg,43.2084398,-2.8019783
Brandii Ait amar,99,BrandiiAit amar@micorreo.es,hombre,Leon,Villademor de la vega,estresemana,tarde,bar,montaña,disco,gatos,netflix,/templates/buscoAmigosApp/Images/1942.jpg,42.2697632,-5.5687703
Allan Tenoira,50,AllanTenoira@micorreo.es,hombre,Alicante,"Campo de mirra/camp de mirra, el",find de semana,noche,bar,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/252.jpg,38.686686550000005,-0.777148226994014
Marguetta Mayato,48,MarguettaMayato@micorreo.es,mujer,Zaragoza,"Zaida, la",estresemana,tarde,disco,playa,disco,gatos,salir,/templates/buscoAmigosApp/Images/741.jpg,34.0606768,72.4670261
Leanne Redmond,19,LeanneRedmond@micorreo.es,mujer,Alicante,Benillup,find de semana,tarde,bar,playa,disco,perros,deporte,/templates/buscoAmigosApp/Images/1060.jpg,38.7535607,-0.3788159
Laquina Dopeso,57,LaquinaDopeso@micorreo.es,mujer,Murcia,Ceutí,estresemana,mañana,disco,montaña,disco,gatos,netflix,/templates/buscoAmigosApp/Images/2016.jpg,38.0776952,-1.2741301
Alishia Ochagavias,64,AlishiaOchagavias@micorreo.es,hombre,Huesca,Novales,find de semana,tarde,disco,montaña,bar,gatos,salir,/templates/buscoAmigosApp/Images/1661.jpg,42.0326204,-0.2871926
Desa Screciu,40,DesaScreciu@micorreo.es,hombre,Caceres,Arroyomolinos,estresemana,tarde,bar,montaña,disco,gatos,salir,/templates/buscoAmigosApp/Images/1453.jpg,39.1855991,-6.1630632
Melodie Anaguano,64,MelodieAnaguano@micorreo.es,mujer,Albacete,Pétrola,find de semana,noche,bar,montaña,disco,perros,deporte,/templates/buscoAmigosApp/Images/1419.jpg,38.8255844,-1.5564427
Saysha Gavilla,71,SayshaGavilla@micorreo.es,hombre,Badajoz,Valverde de mérida,find de semana,noche,disco,montaña,disco,gatos,salir,/templates/buscoAmigosApp/Images/1436.jpg,38.9117953,-6.2198063
Fredrick Polidano,89,FredrickPolidano@micorreo.es,mujer,Segovia,Tolocirio,find de semana,mañana,disco,montaña,bar,perros,netflix,/templates/buscoAmigosApp/Images/1743.jpg,41.1337944,-4.6503315
Danta Effio,92,DantaEffio@micorreo.es,hombre,Lleida,"Valls d'aguilar, les",estresemana,mañana,disco,montaña,bar,gatos,salir,/templates/buscoAmigosApp/Images/1930.jpg,42.2909333,1.1953533
Jamahl Bruzzone,75,JamahlBruzzone@micorreo.es,hombre,Santa_cruz_de_tenerife,Fuencaliente de la palma,find de semana,tarde,bar,playa,disco,gatos,netflix,/templates/buscoAmigosApp/Images/1503.jpg,28.507146650000003,-17.84144131977142
Kinyata Gandulla,49,KinyataGandulla@micorreo.es,mujer,Ourense,Cortegada,estresemana,mañana,disco,montaña,bar,perros,deporte,/templates/buscoAmigosApp/Images/588.jpg,42.2072732,-8.170081
Lamonda Anguisaca,73,LamondaAnguisaca@micorreo.es,mujer,Barcelona,Castellgalí,estresemana,noche,disco,playa,disco,perros,netflix,/templates/buscoAmigosApp/Images/894.jpg,41.6732765,1.8378043
Jesslyn Ruiz alba,57,JesslynRuiz alba@micorreo.es,mujer,Barcelona,Sant climent de llobregat,estresemana,mañana,disco,playa,bar,perros,deporte,/templates/buscoAmigosApp/Images/1805.jpg,41.3366993,1.9970575
Queen Garcia de diego,42,QueenGarcia de diego@micorreo.es,hombre,Tarragona,Vila-rodona,estresemana,noche,bar,playa,bar,gatos,salir,/templates/buscoAmigosApp/Images/1261.jpg,41.3108464,1.3581489
Raissa Garcia mendoza,79,RaissaGarcia mendoza@micorreo.es,mujer,Guadalajara,Torrecuadrada de molina,estresemana,mañana,disco,playa,bar,perros,netflix,/templates/buscoAmigosApp/Images/1938.jpg,40.7497637,-1.8066344
Ugo Abaña,93,UgoAbaña@micorreo.es,mujer,Huelva,Cumbres de enmedio,estresemana,tarde,disco,montaña,bar,gatos,salir,/templates/buscoAmigosApp/Images/318.jpg,38.0731247,-6.6935095
Tomekia Maynar,83,TomekiaMaynar@micorreo.es,mujer,Caceres,Zarza de montánchez,estresemana,noche,disco,montaña,bar,gatos,deporte,/templates/buscoAmigosApp/Images/960.jpg,39.2571525,-6.0313973
Jesenia Custey,37,JeseniaCustey@micorreo.es,mujer,Caceres,Cedillo,estresemana,noche,disco,playa,disco,perros,deporte,/templates/buscoAmigosApp/Images/665.jpg,39.6517708,-7.5001622
Yvan De bock,60,YvanDe bock@micorreo.es,otro,Melilla,Melilla,estresemana,mañana,bar,playa,bar,gatos,salir,/templates/buscoAmigosApp/Images/294.jpg,35.29291145,-2.950720236037561
Bulmaro Missiego,56,BulmaroMissiego@micorreo.es,hombre,Palencia,Monzón de campos,estresemana,mañana,disco,montaña,bar,gatos,netflix,/templates/buscoAmigosApp/Images/1332.jpg,42.1164512,-4.4942161
Bailey Balius,66,BaileyBalius@micorreo.es,hombre,A_coruna,Noia,estresemana,noche,bar,montaña,disco,gatos,deporte,/templates/buscoAmigosApp/Images/1149.jpg,42.7850763,-8.8877375
Del Cabañil,76,DelCabañil@micorreo.es,mujer,Huesca,Ilche,estresemana,mañana,bar,montaña,bar,gatos,netflix,/templates/buscoAmigosApp/Images/483.jpg,41.9571188,0.056724
Seretha Babau,90,SerethaBabau@micorreo.es,hombre,Lugo,Mondoñedo,estresemana,tarde,bar,playa,bar,gatos,salir,/templates/buscoAmigosApp/Images/676.jpg,43.4296687,-7.3638814
Calandra Armunia,18,CalandraArmunia@micorreo.es,hombre,Las_palmas,Ingenio,estresemana,mañana,bar,montaña,disco,gatos,netflix,/templates/buscoAmigosApp/Images/625.jpg,27.9183781,-15.4357949
Dagoberto Chazarri,84,DagobertoChazarri@micorreo.es,mujer,Cantabria,Potes,find de semana,tarde,bar,playa,bar,perros,salir,/templates/buscoAmigosApp/Images/1234.jpg,43.1536831,-4.623428
Brondon Villaldea,23,BrondonVillaldea@micorreo.es,mujer,Avila,Hoyos de miguel muñoz,estresemana,tarde,bar,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/1288.jpg,40.3927895,-5.0670333
Memory Mackintosh,74,MemoryMackintosh@micorreo.es,hombre,Tarragona,Perafort,find de semana,tarde,bar,montaña,disco,gatos,netflix,/templates/buscoAmigosApp/Images/264.jpg,41.1914523,1.2564332
Ozell Clavijos,35,OzellClavijos@micorreo.es,mujer,Santa_cruz_de_tenerife,Garafía,find de semana,tarde,disco,playa,disco,gatos,salir,/templates/buscoAmigosApp/Images/2024.jpg,28.8038117,-17.91690803498937
Kyisha Siedlecki,97,KyishaSiedlecki@micorreo.es,hombre,Murcia,Caravaca de la cruz,estresemana,tarde,bar,montaña,bar,gatos,deporte,/templates/buscoAmigosApp/Images/1008.jpg,38.1046979,-1.861118
Ramy Bier,38,RamyBier@micorreo.es,mujer,A_coruna,Touro,estresemana,mañana,bar,playa,bar,perros,salir,/templates/buscoAmigosApp/Images/858.jpg,42.8482902,-8.2860395
Dontarius Salghi,79,DontariusSalghi@micorreo.es,hombre,Asturias,Ponga,find de semana,mañana,bar,playa,disco,gatos,netflix,/templates/buscoAmigosApp/Images/1892.jpg,43.1873037,-5.154087158954772
Shakeyla Ramadanov,85,ShakeylaRamadanov@micorreo.es,hombre,Zamora,Asturianos,find de semana,tarde,bar,playa,disco,gatos,salir,/templates/buscoAmigosApp/Images/592.jpg,42.0522792,-6.4895017
Edlyn Giacosa,18,EdlynGiacosa@micorreo.es,hombre,Guipuzcoa,Ikaztegieta,estresemana,tarde,disco,playa,disco,perros,netflix,/templates/buscoAmigosApp/Images/1725.jpg,43.0945249,-2.1242678
Damorris Ayete,73,DamorrisAyete@micorreo.es,hombre,Navarra,Ezprogui,find de semana,tarde,disco,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/1090.jpg,42.6197254,-1.4460647
Ayanna Cabezuelos,83,AyannaCabezuelos@micorreo.es,mujer,Girona,"Planes d'hostoles, les",estresemana,tarde,bar,playa,bar,gatos,netflix,/templates/buscoAmigosApp/Images/570.jpg,42.0685258,2.5657502
Tawana Danjo,38,TawanaDanjo@micorreo.es,mujer,Zamora,Galende,find de semana,tarde,bar,montaña,bar,gatos,deporte,/templates/buscoAmigosApp/Images/645.jpg,42.1051925,-6.6622276
Joseh Llatser,31,JosehLlatser@micorreo.es,mujer,Sevilla,Castilblanco de los arroyos,estresemana,tarde,bar,montaña,disco,gatos,salir,/templates/buscoAmigosApp/Images/1691.jpg,37.6750431,-5.9889206
Aviance Hassar,79,AvianceHassar@micorreo.es,mujer,Salamanca,"Mata de ledesma, la",estresemana,mañana,disco,playa,bar,gatos,netflix,/templates/buscoAmigosApp/Images/2013.jpg,41.0007893,-5.9697737
Deaundre Buñol,46,DeaundreBuñol@micorreo.es,hombre,Huelva,Puebla de guzmán,find de semana,tarde,bar,playa,disco,gatos,salir,/templates/buscoAmigosApp/Images/1471.jpg,37.6128869,-7.2488901
Atthew Ramones,44,AtthewRamones@micorreo.es,mujer,Valencia,Antella,find de semana,mañana,bar,playa,bar,gatos,salir,/templates/buscoAmigosApp/Images/412.jpg,39.0792449,-0.5926271
Cantrell Ceccarelli,52,CantrellCeccarelli@micorreo.es,mujer,Zamora,Villaferrueña,estresemana,tarde,bar,playa,disco,gatos,netflix,/templates/buscoAmigosApp/Images/1081.jpg,42.0983406,-5.8576824
Kalon Chadid,66,KalonChadid@micorreo.es,hombre,Castellon,Vinaròs,find de semana,noche,bar,montaña,disco,perros,deporte,/templates/buscoAmigosApp/Images/1550.jpg,40.4703992,0.4746076
Johnson Krassimirova,77,JohnsonKrassimirova@micorreo.es,mujer,La_rioja,Ochánduri,estresemana,noche,bar,playa,bar,gatos,salir,/templates/buscoAmigosApp/Images/115.jpg,42.5248501,-3.0029945
Lequita Hamras,36,LequitaHamras@micorreo.es,mujer,Badajoz,Maguilla,find de semana,tarde,bar,playa,disco,perros,netflix,/templates/buscoAmigosApp/Images/1579.jpg,38.3676322,-5.8375866
Taron Nsa,51,TaronNsa@micorreo.es,hombre,Palencia,Villovieco,estresemana,noche,disco,playa,bar,perros,deporte,/templates/buscoAmigosApp/Images/1547.jpg,42.2954371,-4.4819042
Anya Bron,94,AnyaBron@micorreo.es,hombre,Zamora,Alcubilla de nogales,find de semana,noche,disco,playa,disco,perros,netflix,/templates/buscoAmigosApp/Images/177.jpg,42.1285058,-5.9212583
Demesha Schaper,43,DemeshaSchaper@micorreo.es,hombre,Palencia,Abia de las torres,estresemana,mañana,disco,montaña,disco,perros,netflix,/templates/buscoAmigosApp/Images/767.jpg,42.4196917,-4.4226995
Tashima Boiangiu,87,TashimaBoiangiu@micorreo.es,mujer,Ciudad_real,Daimiel,find de semana,mañana,disco,montaña,bar,perros,salir,/templates/buscoAmigosApp/Images/1100.jpg,39.072196,-3.6143611
Teja Rezeanu,83,TejaRezeanu@micorreo.es,mujer,A_coruna,Cerceda,find de semana,tarde,bar,montaña,disco,perros,salir,/templates/buscoAmigosApp/Images/1195.jpg,43.1888311,-8.4708851
Tywon Lisarri,39,TywonLisarri@micorreo.es,hombre,Vizcaya,Muskiz,find de semana,tarde,bar,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/1904.jpg,43.3230375,-3.1243029
Kaydi Burusco,20,KaydiBurusco@micorreo.es,mujer,Ciudad_real,Piedrabuena,estresemana,tarde,bar,montaña,disco,gatos,netflix,/templates/buscoAmigosApp/Images/311.jpg,39.0344592,-4.1753284
Marco Teringuer,55,MarcoTeringuer@micorreo.es,hombre,Pontevedra,Pazos de borbén,estresemana,noche,bar,montaña,bar,perros,salir,/templates/buscoAmigosApp/Images/890.jpg,42.2849584,-8.530047868320796
Estephanie El akrout,86,EstephanieEl akrout@micorreo.es,hombre,Toledo,Cebolla,find de semana,mañana,disco,montaña,bar,gatos,salir,/templates/buscoAmigosApp/Images/477.jpg,39.9468047,-4.5712269
Austen Saez del burgo,39,AustenSaez del burgo@micorreo.es,hombre,Huesca,Abizanda,find de semana,mañana,disco,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/1383.jpg,42.2427303,0.1975837
Aixa Greenslade,54,AixaGreenslade@micorreo.es,mujer,Segovia,Remondo,find de semana,noche,bar,playa,disco,perros,deporte,/templates/buscoAmigosApp/Images/382.jpg,41.3406511,-4.479632
Sheilamarie Neriz,83,SheilamarieNeriz@micorreo.es,hombre,Lleida,Bausen,estresemana,noche,disco,montaña,disco,gatos,netflix,/templates/buscoAmigosApp/Images/865.jpg,42.8347879,0.7163801
Kaitlan Chusa,46,KaitlanChusa@micorreo.es,mujer,Lugo,Navia de suarna,find de semana,mañana,disco,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/1748.jpg,42.9644848,-6.95678939929841
Fay Mojena,97,FayMojena@micorreo.es,hombre,Ourense,Baltar,estresemana,noche,disco,playa,disco,perros,deporte,/templates/buscoAmigosApp/Images/61.jpg,41.9509733,-7.7157216
Shyam Tomoroga,63,ShyamTomoroga@micorreo.es,hombre,Pontevedra,Moaña,find de semana,noche,disco,montaña,bar,gatos,salir,/templates/buscoAmigosApp/Images/254.jpg,42.2816553,-8.7356868
Schuyler Youssoufi,64,SchuylerYoussoufi@micorreo.es,mujer,Girona,Ordis,estresemana,mañana,disco,playa,disco,perros,netflix,/templates/buscoAmigosApp/Images/1979.jpg,42.2185591,2.9072143
Harley Chamsi,98,HarleyChamsi@micorreo.es,hombre,Avila,Santa maría del berrocal,find de semana,mañana,disco,playa,bar,perros,deporte,/templates/buscoAmigosApp/Images/1997.jpg,40.5081245,-5.4053099
Estephanie Mccormick,52,EstephanieMccormick@micorreo.es,mujer,Lugo,Outeiro de rei,find de semana,mañana,disco,playa,bar,gatos,netflix,/templates/buscoAmigosApp/Images/1927.jpg,43.1024649,-7.6136338
Nikolai Maad,57,NikolaiMaad@micorreo.es,mujer,Albacete,Golosalvo,estresemana,tarde,bar,montaña,disco,gatos,deporte,/templates/buscoAmigosApp/Images/1058.jpg,39.2393335,-1.636854
Ryland Sekou,84,RylandSekou@micorreo.es,mujer,Vizcaya,Gautegiz arteaga,estresemana,tarde,bar,montaña,bar,gatos,netflix,/templates/buscoAmigosApp/Images/2026.jpg,43.3531016,-2.6524148
Leslye Navarret,24,LeslyeNavarret@micorreo.es,hombre,Jaen,Linares,estresemana,mañana,disco,montaña,disco,perros,netflix,/templates/buscoAmigosApp/Images/1600.jpg,38.0931247,-3.6357207
Dottie Ampurdanes,21,DottieAmpurdanes@micorreo.es,mujer,Caceres,Mesas de ibor,estresemana,tarde,bar,playa,bar,perros,deporte,/templates/buscoAmigosApp/Images/1907.jpg,39.7553972,-5.5462458
Tikeisha Thiemann,46,TikeishaThiemann@micorreo.es,mujer,Lleida,Alòs de balaguer,find de semana,noche,bar,playa,disco,gatos,deporte,/templates/buscoAmigosApp/Images/783.jpg,41.9124041,0.9607021
Jerae Siñuela,27,JeraeSiñuela@micorreo.es,hombre,Tarragona,Benissanet,find de semana,mañana,bar,playa,bar,perros,deporte,/templates/buscoAmigosApp/Images/688.jpg,41.0572357,0.6342959
Corianne Trotter,52,CorianneTrotter@micorreo.es,mujer,Lugo,Foz,estresemana,noche,disco,montaña,disco,perros,deporte,/templates/buscoAmigosApp/Images/1349.jpg,43.5688659,-7.2550407
Brint De la monja,87,BrintDe la monja@micorreo.es,hombre,Huesca,Alcolea de cinca,find de semana,mañana,bar,montaña,disco,perros,deporte,/templates/buscoAmigosApp/Images/669.jpg,41.721179,0.1172654
Dustina Dahlmann,98,DustinaDahlmann@micorreo.es,mujer,La_rioja,Torrecilla en cameros,find de semana,mañana,disco,montaña,disco,gatos,deporte,/templates/buscoAmigosApp/Images/834.jpg,42.2560793,-2.6305716
Yusuf Berdoy,67,YusufBerdoy@micorreo.es,mujer,Guadalajara,Alovera,find de semana,mañana,bar,playa,bar,perros,salir,/templates/buscoAmigosApp/Images/1905.jpg,40.5953625,-3.2488046
Sotirios Brinzoiu,64,SotiriosBrinzoiu@micorreo.es,mujer,Madrid,Alcorcón,estresemana,mañana,disco,montaña,disco,perros,salir,/templates/buscoAmigosApp/Images/352.jpg,40.3492998,-3.8284295
Anali Gonzalez hontoria,92,AnaliGonzalez hontoria@micorreo.es,hombre,Cuenca,Olmedilla de alarcón,find de semana,tarde,bar,montaña,disco,perros,netflix,/templates/buscoAmigosApp/Images/190.jpg,39.6140029,-2.1037923
Zalika El hamouchi,40,ZalikaEl hamouchi@micorreo.es,mujer,Teruel,Camañas,estresemana,noche,bar,montaña,bar,gatos,salir,/templates/buscoAmigosApp/Images/624.jpg,40.6430167,-1.1376101
Tiffeney Dahm,52,TiffeneyDahm@micorreo.es,mujer,Avila,Gallegos de sobrinos,find de semana,mañana,disco,montaña,bar,perros,salir,/templates/buscoAmigosApp/Images/778.jpg,40.7169734,-5.112086
Cindi Maharjan,23,CindiMaharjan@micorreo.es,hombre,Barcelona,Sant mateu de bages,find de semana,tarde,bar,montaña,bar,perros,netflix,/templates/buscoAmigosApp/Images/611.jpg,41.7969781,1.7327386
Melvina Martin ampudia,38,MelvinaMartin ampudia@micorreo.es,hombre,Guipuzcoa,Altzaga,estresemana,mañana,bar,montaña,bar,perros,deporte,/templates/buscoAmigosApp/Images/1147.jpg,43.0645573,-2.1543131
Korissa Erias,49,KorissaErias@micorreo.es,hombre,Ciudad_real,"Solana, la",find de semana,tarde,disco,montaña,disco,perros,salir,/templates/buscoAmigosApp/Images/509.jpg,26.9389605,-82.02886531623884
Sophanna Cirpaciu,81,SophannaCirpaciu@micorreo.es,hombre,Cuenca,Santa cruz de moya,find de semana,mañana,disco,playa,disco,gatos,deporte,/templates/buscoAmigosApp/Images/1164.jpg,39.9559022,-1.2559322
Kerry Madan,33,KerryMadan@micorreo.es,mujer,Segovia,Torrecaballeros,estresemana,tarde,bar,montaña,disco,gatos,netflix,/templates/buscoAmigosApp/Images/389.jpg,40.9951206,-4.021769
Colt Lega,60,ColtLega@micorreo.es,mujer,Guipuzcoa,Aretxabaleta,find de semana,tarde,bar,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/1675.jpg,43.0359732,-2.5036785
Rosangela Bensabeh,20,RosangelaBensabeh@micorreo.es,hombre,Guadalajara,Yélamos de arriba,find de semana,mañana,disco,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/68.jpg,40.639999,-2.84297
Laine Cabrejos,65,LaineCabrejos@micorreo.es,hombre,Guipuzcoa,Tolosa,find de semana,noche,bar,playa,disco,gatos,salir,/templates/buscoAmigosApp/Images/1140.jpg,43.6044622,1.4442469
Azad Vallas,41,AzadVallas@micorreo.es,mujer,Avila,Solana de rioalmar,estresemana,tarde,disco,playa,bar,gatos,salir,/templates/buscoAmigosApp/Images/1054.jpg,40.7380008,-5.0102947
Denesha Cuecas,21,DeneshaCuecas@micorreo.es,hombre,Barcelona,Cubelles,find de semana,noche,bar,montaña,disco,gatos,salir,/templates/buscoAmigosApp/Images/2006.jpg,41.2083363,1.6730541
Amin Mieza,61,AminMieza@micorreo.es,mujer,A_coruna,Betanzos,find de semana,mañana,disco,playa,bar,gatos,netflix,/templates/buscoAmigosApp/Images/250.jpg,43.2729197,-8.2218227
Nour Poirier,98,NourPoirier@micorreo.es,mujer,Ceuta,Ceuta,estresemana,tarde,disco,playa,disco,perros,deporte,/templates/buscoAmigosApp/Images/857.jpg,35.89442195,-5.355817352394269
Nelissa Cesena,77,NelissaCesena@micorreo.es,hombre,Guadalajara,Peñalver,find de semana,tarde,bar,montaña,disco,perros,netflix,/templates/buscoAmigosApp/Images/308.jpg,40.5814358,-2.8897168
Kuulei Oliverio,83,KuuleiOliverio@micorreo.es,mujer,Huesca,Peraltilla,find de semana,tarde,disco,montaña,bar,perros,salir,/templates/buscoAmigosApp/Images/749.jpg,42.0522945,-0.0188055
Seneca Catral,62,SenecaCatral@micorreo.es,mujer,Vizcaya,Lekeitio,estresemana,tarde,bar,playa,disco,perros,salir,/templates/buscoAmigosApp/Images/1542.jpg,43.3637081,-2.5059965
Ger Tantoun,58,GerTantoun@micorreo.es,hombre,La_rioja,Castroviejo,find de semana,noche,disco,montaña,bar,perros,netflix,/templates/buscoAmigosApp/Images/1084.jpg,42.3301583,-2.6613127
Sarajane Hartillo,71,SarajaneHartillo@micorreo.es,hombre,Palencia,Torquemada,estresemana,mañana,disco,playa,disco,gatos,salir,/templates/buscoAmigosApp/Images/962.jpg,42.0340573,-4.3189266
